./bench-duckdb <(sed 's#tpch-csv#data/tpch-csv-x0.1-q9#g' bench/tpch-q9-duckdb-prep-foreign-key.sql) 5:bench/tpch-q9-duckdb.sql
q1 val: 0
q1 took (s): real 1.733352s user 1.580435s sys 0.153240s
q1 took (avg): real 1.733352s user 1.580435s sys 0.153240s
Count	
BIGINT	
[ Rows: 0]


q2 prep val: 0
q2 prep took (s): real 0.001537s user 0.001403s sys 0.000135s
q2 prep took (avg): real 0.001537s user 0.001403s sys 0.000135s
q2 val: 0
q2 took (s): real 0.072770s user 0.072729s sys 0.000000s
q2 val: 0
q2 took (s): real 0.072780s user 0.072739s sys 0.000000s
q2 val: 0
q2 took (s): real 0.073236s user 0.073200s sys 0.000000s
q2 val: 0
q2 took (s): real 0.072488s user 0.072391s sys 0.000061s
q2 val: 0
q2 took (s): real 0.072035s user 0.072001s sys 0.000000s
q2 took (avg): real 0.072662s user 0.072612s sys 0.000012s
nation	o_year	sum_profit	
VARCHAR	BIGINT	DOUBLE	
[ Rows: 175]
MOROCCO	1994	4003072.111999997
GERMANY	1995	5405785.7978
IRAN	1998	3214864.1208999986
PERU	1995	4657694.841200002
IRAQ	1997	3622681.5642999993
MOROCCO	1997	3693214.8447
PERU	1996	4068678.5671000006
GERMANY	1993	4428195.1019
PERU	1993	4144006.661
JORDAN	1997	2951297.867800003
PERU	1994	4731959.4655
INDIA	1996	5307258.304900001
JORDAN	1996	3302528.3066999987
CHINA	1996	6435158.322899998
INDONESIA	1997	5719773.035799997
JAPAN	1993	3614468.7485000025
GERMANY	1996	4799810.457699998
UNITED KINGDOM	1998	2252021.513699999
INDONESIA	1994	5470762.872899999
ARGENTINA	1996	3907867.0103000016
CHINA	1995	6174776.211300005
UNITED KINGDOM	1992	3978688.8830999997
RUSSIA	1996	3772067.4041000004
FRANCE	1997	3982872.0488000023
IRAQ	1996	4762291.872199999
PERU	1997	4064142.409099998
KENYA	1998	2579075.418999999
INDONESIA	1996	6037238.599300004
JAPAN	1992	4266694.47
ALGERIA	1995	4418370.415399998
ALGERIA	1993	3541051.3864999996
JORDAN	1992	3316379.0584999993
ETHIOPIA	1995	3781674.8911
SAUDI ARABIA	1998	3386948.9564
VIETNAM	1994	4141277.6665000003
JAPAN	1997	4068688.8536999966
GERMANY	1997	5139337.344300001
JAPAN	1995	4793005.8027
INDIA	1995	5148208.790200004
SAUDI ARABIA	1992	4573560.0150000015
PERU	1992	3754635.0078000007
UNITED STATES	1998	2238771.5580999996
CANADA	1995	4014814.8476
RUSSIA	1994	4479082.869400001
SAUDI ARABIA	1994	4698658.742500001
FRANCE	1993	4086437.3101999993
UNITED KINGDOM	1997	4343926.802600001
CHINA	1993	5765034.1194
FRANCE	1994	3531013.1980999988
CANADA	1993	3787069.604499997
BRAZIL	1994	4875806.501500003
ALGERIA	1996	4276597.425300002
BRAZIL	1993	4687478.653100001
MOROCCO	1992	3958335.422399999
GERMANY	1994	4555556.459199996
IRAN	1995	4420783.420500001
IRAQ	1994	4951604.169899999
JORDAN	1995	3221813.998999998
UNITED STATES	1993	3626170.2028000006
JORDAN	1993	3107641.7661000006
INDONESIA	1992	4414623.154900002
JAPAN	1998	1849535.0802000002
GERMANY	1998	3291023.2965
UNITED STATES	1996	3624013.266
MOZAMBIQUE	1994	2548226.2158000004
INDONESIA	1998	3094900.1596999997
BRAZIL	1996	4530304.603400005
BRAZIL	1992	5035200.046400002
KENYA	1993	3713988.9707999974
ALGERIA	1998	2321785.3682000004
EGYPT	1998	2333148.3334000004
ARGENTINA	1997	4242147.812399999
EGYPT	1992	3373762.333500001
JORDAN	1998	1811488.0718999999
INDONESIA	1993	6189826.661300001
ETHIOPIA	1992	2721203.2355
VIETNAM	1992	4090524.490500001
INDIA	1997	5159562.703300001
MOROCCO	1996	4116175.923000002
SAUDI ARABIA	1995	4506731.641099999
UNITED STATES	1994	3289224.1137999995
CANADA	1992	4168009.4201000007
RUSSIA	1997	4153619.5424000006
SAUDI ARABIA	1993	5493626.528499997
FRANCE	1992	3637792.1333000013
CHINA	1992	6324034.2379
ALGERIA	1992	4310013.348199998
BRAZIL	1997	4642037.468700001
BRAZIL	1995	4502344.865699997
GERMANY	1992	4656148.420399998
UNITED STATES	1997	4135581.5734000006
MOZAMBIQUE	1993	2843748.9053
ARGENTINA	1993	3949965.9387999987
UNITED KINGDOM	1994	4410094.626399998
RUSSIA	1993	4767719.9791
FRANCE	1998	2604373.8805000014
KENYA	1995	3542889.108700002
INDONESIA	1995	5266783.489899999
INDIA	1994	5164001.958199999
ARGENTINA	1994	3542096.1564000016
JORDAN	1994	2417892.0921000005
SAUDI ARABIA	1996	5227607.167700001
JAPAN	1994	4114717.0567999994
IRAQ	1995	4558092.735900002
INDIA	1992	5297703.693500001
CANADA	1996	3712231.2813999983
RUSSIA	1992	4533465.559
CHINA	1998	3398578.000099999
CANADA	1997	3482197.9520999985
BRAZIL	1998	2778730.3930999995
IRAN	1997	3688049.0690999967
IRAQ	1993	3830077.9910999998
UNITED KINGDOM	1995	4469569.8829
RUSSIA	1995	4704988.860700002
KENYA	1997	2929194.2316999994
EGYPT	1994	3566508.081800001
INDIA	1993	4321398.438800001
ETHIOPIA	1997	3285786.3266
CANADA	1994	4145304.4855000013
SAUDI ARABIA	1997	5425980.3373
MOZAMBIQUE	1997	2802166.6473000012
VIETNAM	1996	4017288.892700003
RUSSIA	1998	2339865.6635
EGYPT	1995	4094744.2924999986
ROMANIA	1992	3029274.4420000003
KENYA	1994	3983095.3994000014
ROMANIA	1993	3488994.0287999995
CHINA	1994	6385751.0812
ETHIOPIA	1994	3037409.435999998
IRAN	1994	4373984.652300001
MOZAMBIQUE	1998	1620428.7346
ROMANIA	1994	3222844.3189999987
IRAN	1996	3621649.2247000006
CHINA	1997	6358959.3337999955
EGYPT	1993	3725283.7746999995
KENYA	1992	3304641.834
ROMANIA	1996	3139337.302899999
ROMANIA	1997	2854639.8680000002
IRAQ	1992	3938636.4873999995
MOROCCO	1995	3515127.1402000007
IRAQ	1998	2338859.4099000003
ROMANIA	1995	3222153.3775999993
UNITED KINGDOM	1993	4054677.104999999
UNITED STATES	1992	3993973.4997000014
MOZAMBIQUE	1992	2556501.094299999
MOZAMBIQUE	1995	2771602.6273999996
JAPAN	1996	4044774.7596999984
IRAN	1993	3731301.7814
IRAN	1992	4417133.366199997
CANADA	1998	2194509.046499999
VIETNAM	1997	3436195.3709
ARGENTINA	1992	4521180.469499998
MOROCCO	1998	1815334.818
EGYPT	1997	3661244.2730999985
FRANCE	1995	4479939.702000001
VIETNAM	1998	1924313.4862
ROMANIA	1998	1992773.6810999995
MOZAMBIQUE	1996	2409955.1754999985
FRANCE	1996	3622479.241299999
MOROCCO	1993	3599199.6679000016
UNITED STATES	1995	3892244.5172
ARGENTINA	1995	4605921.501099999
VIETNAM	1995	3644054.1371999993
PERU	1998	2036430.3601999998
ARGENTINA	1998	2685983.8004999985
ALGERIA	1997	3685016.8589
EGYPT	1996	3765371.236799999
ALGERIA	1994	3864849.952099999
INDIA	1998	2591288.1873999992
ETHIOPIA	1996	3525028.7952000005
ETHIOPIA	1993	3008978.2677000016
UNITED KINGDOM	1996	4189476.3064999995
VIETNAM	1993	2556114.1693000006
KENYA	1996	3569129.561900001
ETHIOPIA	1998	1953927.2682


./bench-duckdb <(sed 's#tpch-csv#data/tpch-csv-x0.1-q9#g' bench/tpch-q9-duckdb-prep-foreign-key.sql) 5:bench/tpch-q9-duckdb.sql
q1 val: 0
q1 took (s): real 1.716389s user 1.555532s sys 0.160633s
q1 took (avg): real 1.716389s user 1.555532s sys 0.160633s
Count	
BIGINT	
[ Rows: 0]


q2 prep val: 0
q2 prep took (s): real 0.001518s user 0.001515s sys 0.000000s
q2 prep took (avg): real 0.001518s user 0.001515s sys 0.000000s
q2 val: 0
q2 took (s): real 0.072091s user 0.072056s sys 0.000000s
q2 val: 0
q2 took (s): real 0.072232s user 0.072106s sys 0.000091s
q2 val: 0
q2 took (s): real 0.071989s user 0.071951s sys 0.000000s
q2 val: 0
q2 took (s): real 0.072098s user 0.072062s sys 0.000000s
q2 val: 0
q2 took (s): real 0.072043s user 0.068715s sys 0.003292s
q2 took (avg): real 0.072091s user 0.071378s sys 0.000677s
nation	o_year	sum_profit	
VARCHAR	BIGINT	DOUBLE	
[ Rows: 175]
MOROCCO	1994	4003072.111999997
GERMANY	1995	5405785.7978
IRAN	1998	3214864.1208999986
PERU	1995	4657694.841200002
IRAQ	1997	3622681.5642999993
MOROCCO	1997	3693214.8447
PERU	1996	4068678.5671000006
GERMANY	1993	4428195.1019
PERU	1993	4144006.661
JORDAN	1997	2951297.867800003
PERU	1994	4731959.4655
INDIA	1996	5307258.304900001
JORDAN	1996	3302528.3066999987
CHINA	1996	6435158.322899998
INDONESIA	1997	5719773.035799997
JAPAN	1993	3614468.7485000025
GERMANY	1996	4799810.457699998
UNITED KINGDOM	1998	2252021.513699999
INDONESIA	1994	5470762.872899999
ARGENTINA	1996	3907867.0103000016
CHINA	1995	6174776.211300005
UNITED KINGDOM	1992	3978688.8830999997
RUSSIA	1996	3772067.4041000004
FRANCE	1997	3982872.0488000023
IRAQ	1996	4762291.872199999
PERU	1997	4064142.409099998
KENYA	1998	2579075.418999999
INDONESIA	1996	6037238.599300004
JAPAN	1992	4266694.47
ALGERIA	1995	4418370.415399998
ALGERIA	1993	3541051.3864999996
JORDAN	1992	3316379.0584999993
ETHIOPIA	1995	3781674.8911
SAUDI ARABIA	1998	3386948.9564
VIETNAM	1994	4141277.6665000003
JAPAN	1997	4068688.8536999966
GERMANY	1997	5139337.344300001
JAPAN	1995	4793005.8027
INDIA	1995	5148208.790200004
SAUDI ARABIA	1992	4573560.0150000015
PERU	1992	3754635.0078000007
UNITED STATES	1998	2238771.5580999996
CANADA	1995	4014814.8476
RUSSIA	1994	4479082.869400001
SAUDI ARABIA	1994	4698658.742500001
FRANCE	1993	4086437.3101999993
UNITED KINGDOM	1997	4343926.802600001
CHINA	1993	5765034.1194
FRANCE	1994	3531013.1980999988
CANADA	1993	3787069.604499997
BRAZIL	1994	4875806.501500003
ALGERIA	1996	4276597.425300002
BRAZIL	1993	4687478.653100001
MOROCCO	1992	3958335.422399999
GERMANY	1994	4555556.459199996
IRAN	1995	4420783.420500001
IRAQ	1994	4951604.169899999
JORDAN	1995	3221813.998999998
UNITED STATES	1993	3626170.2028000006
JORDAN	1993	3107641.7661000006
INDONESIA	1992	4414623.154900002
JAPAN	1998	1849535.0802000002
GERMANY	1998	3291023.2965
UNITED STATES	1996	3624013.266
MOZAMBIQUE	1994	2548226.2158000004
INDONESIA	1998	3094900.1596999997
BRAZIL	1996	4530304.603400005
BRAZIL	1992	5035200.046400002
KENYA	1993	3713988.9707999974
ALGERIA	1998	2321785.3682000004
EGYPT	1998	2333148.3334000004
ARGENTINA	1997	4242147.812399999
EGYPT	1992	3373762.333500001
JORDAN	1998	1811488.0718999999
INDONESIA	1993	6189826.661300001
ETHIOPIA	1992	2721203.2355
VIETNAM	1992	4090524.490500001
INDIA	1997	5159562.703300001
MOROCCO	1996	4116175.923000002
SAUDI ARABIA	1995	4506731.641099999
UNITED STATES	1994	3289224.1137999995
CANADA	1992	4168009.4201000007
RUSSIA	1997	4153619.5424000006
SAUDI ARABIA	1993	5493626.528499997
FRANCE	1992	3637792.1333000013
CHINA	1992	6324034.2379
ALGERIA	1992	4310013.348199998
BRAZIL	1997	4642037.468700001
BRAZIL	1995	4502344.865699997
GERMANY	1992	4656148.420399998
UNITED STATES	1997	4135581.5734000006
MOZAMBIQUE	1993	2843748.9053
ARGENTINA	1993	3949965.9387999987
UNITED KINGDOM	1994	4410094.626399998
RUSSIA	1993	4767719.9791
FRANCE	1998	2604373.8805000014
KENYA	1995	3542889.108700002
INDONESIA	1995	5266783.489899999
INDIA	1994	5164001.958199999
ARGENTINA	1994	3542096.1564000016
JORDAN	1994	2417892.0921000005
SAUDI ARABIA	1996	5227607.167700001
JAPAN	1994	4114717.0567999994
IRAQ	1995	4558092.735900002
INDIA	1992	5297703.693500001
CANADA	1996	3712231.2813999983
RUSSIA	1992	4533465.559
CHINA	1998	3398578.000099999
CANADA	1997	3482197.9520999985
BRAZIL	1998	2778730.3930999995
IRAN	1997	3688049.0690999967
IRAQ	1993	3830077.9910999998
UNITED KINGDOM	1995	4469569.8829
RUSSIA	1995	4704988.860700002
KENYA	1997	2929194.2316999994
EGYPT	1994	3566508.081800001
